Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-07 14:07:46,2018-09-07 14:07:50,3.904s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:50,2018-09-07 14:07:50,0.012s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:50,2018-09-07 14:07:50,0.128s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:50,2018-09-07 14:07:50,0.078s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:50,2018-09-07 14:07:50,0.011s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:50,2018-09-07 14:07:51,0.806s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.015s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.018s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.010s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.023s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.014s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:51,0.087s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyColumnFilter,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:08:00,8.789s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-07 14:07:51,2018-09-07 14:07:52,0.686s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-07 14:07:52,2018-09-07 14:07:52,0.223s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-07 14:07:52,2018-09-07 14:07:54,2.034s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-07 14:07:54,2018-09-07 14:07:54,0.163s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-07 14:07:54,2018-09-07 14:07:54,0.081s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:54,2018-09-07 14:07:54,0.199s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-07 14:07:54,2018-09-07 14:07:58,3.822s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:58,2018-09-07 14:07:58,0.011s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:58,2018-09-07 14:07:58,0.176s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:58,2018-09-07 14:07:58,0.084s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:58,2018-09-07 14:07:58,0.011s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:58,2018-09-07 14:07:59,0.161s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.263s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.296s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.082s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.017s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.059s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.012s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:07:59,0.075s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:07:59,2018-09-07 14:08:00,0.108s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:00,0.019s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:00,0.014s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:00,0.080s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyColumnFilterReset,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:09,9.670s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:00,0.704s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-07 14:08:00,2018-09-07 14:08:01,0.230s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-07 14:08:01,2018-09-07 14:08:04,3.390s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-07 14:08:04,2018-09-07 14:08:04,0.182s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-07 14:08:04,2018-09-07 14:08:04,0.079s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:04,2018-09-07 14:08:05,0.208s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-07 14:08:05,2018-09-07 14:08:09,4.007s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.010s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.144s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.072s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.009s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.078s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.205s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.126s,PASSED
verifyElementNotPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.053s,PASSED
verifyElementNotPresent,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.016s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-07 14:08:09,2018-09-07 14:08:09,0.081s,PASSED
