Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Transactions,Chrome 68.0.3440.106,,2018-09-10 09:44:32,2018-09-10 09:45:24,51.958s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/ClickOnTransactionsandValidate,Chrome 68.0.3440.106,,2018-09-10 09:44:32,2018-09-10 09:44:54,22.189s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-10 09:44:32,2018-09-10 09:44:34,1.665s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-10 09:44:34,2018-09-10 09:44:39,5.427s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 09:44:39,2018-09-10 09:44:40,0.201s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-10 09:44:40,2018-09-10 09:44:40,0.143s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:44:40,2018-09-10 09:44:40,0.201s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-10 09:44:40,2018-09-10 09:44:51,11.397s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:44:51,2018-09-10 09:44:51,0.017s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:44:51,2018-09-10 09:44:54,2.758s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:44:54,2018-09-10 09:44:54,0.097s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:44:54,2018-09-10 09:44:54,0.028s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-10 09:44:54,2018-09-10 09:44:54,0.092s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyApprovalCodeinTransactionSummary,Chrome 68.0.3440.106,,2018-09-10 09:44:54,2018-09-10 09:45:04,10.021s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-10 09:44:54,2018-09-10 09:44:55,0.614s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-10 09:44:55,2018-09-10 09:44:59,3.535s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 09:44:59,2018-09-10 09:44:59,0.168s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-10 09:44:59,2018-09-10 09:44:59,0.081s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:44:59,2018-09-10 09:44:59,0.188s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-10 09:44:59,2018-09-10 09:45:03,4.023s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:03,2018-09-10 09:45:03,0.012s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:45:03,2018-09-10 09:45:03,0.147s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:45:03,2018-09-10 09:45:03,0.091s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:03,2018-09-10 09:45:03,0.020s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 09:45:03,2018-09-10 09:45:04,0.627s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.027s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.214s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.018s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.015s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.010s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-10 09:45:04,2018-09-10 09:45:04,0.013s,PASSED
