Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Transactions,Chrome 68.0.3440.106,,2018-09-07 15:11:29,2018-09-07 15:12:01,32.115s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/ClickOnTransactionsandValidate,Chrome 68.0.3440.106,,2018-09-07 15:11:30,2018-09-07 15:11:38,8.408s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-07 15:11:30,2018-09-07 15:11:31,1.503s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-07 15:11:31,2018-09-07 15:11:34,2.489s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-07 15:11:34,2018-09-07 15:11:34,0.238s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-07 15:11:34,2018-09-07 15:11:34,0.287s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:34,2018-09-07 15:11:35,0.584s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-07 15:11:35,2018-09-07 15:11:38,2.787s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:38,0.019s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:38,0.133s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:38,0.078s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:38,0.019s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:38,0.090s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyApprovalCodeinTransactionSummary,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:46,7.782s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-07 15:11:38,2018-09-07 15:11:39,0.597s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-07 15:11:39,2018-09-07 15:11:40,1.401s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-07 15:11:40,2018-09-07 15:11:40,0.167s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-07 15:11:40,2018-09-07 15:11:40,0.093s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:40,2018-09-07 15:11:41,0.190s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-07 15:11:41,2018-09-07 15:11:44,3.431s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-07 15:11:44,2018-09-07 15:11:44,0.013s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:44,2018-09-07 15:11:44,0.139s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:44,2018-09-07 15:11:44,0.076s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-07 15:11:44,2018-09-07 15:11:44,0.020s,PASSED
click,Chrome 68.0.3440.106,,2018-09-07 15:11:44,2018-09-07 15:11:46,1.329s,PASSED
