Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:35:07,2018-09-18 16:35:38,30.954s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:35:38,2018-09-18 16:35:38,0.437s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyRefreshFunctionality,Chrome 68.0.3440.106,,2018-09-18 16:35:38,2018-09-18 16:36:11,32.936s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 16:35:38,2018-09-18 16:35:39,0.660s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 16:35:39,2018-09-18 16:35:39,0.214s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 16:35:39,2018-09-18 16:35:40,0.636s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:35:40,2018-09-18 16:36:11,30.889s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:36:11,2018-09-18 16:36:11,0.468s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyVerticalLines_TransactionSummaryDetails,Chrome 68.0.3440.106,,2018-09-18 16:36:11,2018-09-18 16:36:44,32.966s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 16:36:11,2018-09-18 16:36:12,0.652s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 16:36:12,2018-09-18 16:36:12,0.215s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 16:36:12,2018-09-18 16:36:13,0.713s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:36:13,2018-09-18 16:36:44,30.867s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:36:44,2018-09-18 16:36:44,0.460s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyVerticalLines_GoToReceiptSummary,Chrome 68.0.3440.106,,2018-09-18 16:36:44,2018-09-18 16:37:17,32.903s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 16:36:44,2018-09-18 16:36:45,0.652s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 16:36:45,2018-09-18 16:36:45,0.216s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 16:36:45,2018-09-18 16:36:46,0.582s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:36:46,2018-09-18 16:37:17,30.902s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:37:17,2018-09-18 16:37:17,0.489s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyVerticalLine_GoToLocationDetails,Chrome 68.0.3440.106,,2018-09-18 16:37:17,2018-09-18 16:37:51,33.547s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 16:37:17,2018-09-18 16:37:18,0.663s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 16:37:18,2018-09-18 16:37:18,0.217s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 16:37:18,2018-09-18 16:37:19,1.296s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:37:19,2018-09-18 16:37:50,30.849s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:37:50,2018-09-18 16:37:51,0.465s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyVerticalLine_GoToOtherDetails,Chrome 68.0.3440.106,,2018-09-18 16:37:51,2018-09-18 16:38:24,32.938s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 16:37:51,2018-09-18 16:37:51,0.700s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 16:37:51,2018-09-18 16:37:52,0.216s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 16:37:52,2018-09-18 16:37:52,0.646s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 16:37:52,2018-09-18 16:38:23,30.842s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 16:38:23,2018-09-18 16:38:24,0.461s,FAILED
