Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Transactions,Chrome 68.0.3440.106,,2018-09-14 15:08:51,2018-09-14 15:13:36,4m - 45.215s,FAILED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/ClickOnTransactionsandValidate,Chrome 68.0.3440.106,,2018-09-14 15:08:51,2018-09-14 15:09:05,13.735s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-14 15:08:51,2018-09-14 15:08:53,1.494s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-14 15:08:53,2018-09-14 15:08:53,0.224s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-14 15:08:53,2018-09-14 15:08:58,5.155s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-14 15:08:58,2018-09-14 15:08:58,0.047s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-14 15:08:58,2018-09-14 15:08:59,0.197s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-14 15:08:59,2018-09-14 15:08:59,0.095s,PASSED
click,Chrome 68.0.3440.106,,2018-09-14 15:08:59,2018-09-14 15:08:59,0.195s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-14 15:08:59,2018-09-14 15:09:05,5.755s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:05,0.014s,PASSED
click,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:05,0.171s,PASSED
click,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:05,0.086s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:05,0.020s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:05,0.096s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyApprovalCodeinTransactionSummary,Chrome 68.0.3440.106,,2018-09-14 15:09:05,2018-09-14 15:09:14,9.075s,PASSED
